企业名称,标题,URL,发布时间,来源,正文
交通银行,湖南推出“民间投资担保贷” 破解民营中小微企业中长期融资难题,http://finance.eastmoney.com/a/202604093699579671.html,2026-04-09 16:12:54,中国新闻网,中新网长沙4月9日电(向一鹏)今年3月，湖南智航飞购科技有限公司获得交通银行湖南省分行“民间投资专项担保贷款”500万元放款，企业因缺乏抵押物导致的融资难问题得到高效解决。
交通银行,万亿阵营扩容至9家！2025年上市银行科技金融全景扫描：总规模逼近30万亿 最高增速60%,http://finance.eastmoney.com/a/202604093699748979.html,2026-04-09 18:31:41,财联社,其中，工商银行以6万亿元科技金融贷款余额稳居全行业第一，同比增速19.90%，其中制造业贷款超5万亿；建设银行紧随其后，余额突破5.25万亿元，同比增长18.91%；中国银行、农业银行分别以4.82万亿元、4.70万亿元位列第三、四位，农业银行以20.10%的增速位居六大行首位；交通银行
交通银行,应对息差收窄新抓手！商业银行视国际业务为新增长极,http://finance.eastmoney.com/a/202604093699815487.html,2026-04-09 19:57:00,21世纪经济报道,建设银行和交通银行则聚焦于服务实体经济与贸易新业态。建行“跨境快贷”系列产品累计提供融资支持463.90亿元。交行打造的“交银航贸通”平台提供一站式服务，并创新优化丝路电商/跨境电商平台结算业务，支持小微商户凭交易信息收汇。
交通银行,红利+科技，险资年度重仓股揭晓,http://finance.eastmoney.com/a/202604093699912848.html,2026-04-09 21:22:00,中国证券报,与2025年三季度末相比，险企持有银行股的数量基本保持稳定，值得注意的持股变动发生在交通银行、邮储银行和建设银行三家国有大行上。中国人寿旗下的保险产品新进成为交通银行前十大流通股东，位列第七位；中国人寿退出邮储银行前十大流通股东，新华保险旗下产品退出建设银行前十大流通股东。
交通银行,国泰聚利价值定期开放灵活配置混合：2025年换手率达961.94%,http://finance.eastmoney.com/a/202604093699941442.html,2026-04-09 21:38:45,中国证券报·中证网,截至2025年末，基金十大重仓股分别是工商银行、中国移动、易普力、瑞丰新材、聚和材料、交通银行、贵州茅台、奥泰生物、中矿资源、吉贝尔。
交通银行,西部利得祥运混合A：2025年换手率达4209.29%,http://finance.eastmoney.com/a/202604093699942639.html,2026-04-09 21:39:10,中国证券报·中证网,截至2025年末，基金十大重仓股分别是世纪华通、菲利华、新易盛、四川路桥、交通银行、鹏鼎控股、中国石油、亚钾国际、立讯精密、神火股份。
交通银行,数字技术驱动供应链金融新应用,http://finance.eastmoney.com/a/202604103700876443.html,2026-04-10 05:59:32,经济日报,农业银行的“应收e贷”、交通银行的“交银融易收”、中国银行的“双平台脱核链贷”、工商银行的“种植e贷”纷纷落地，金融服务的普惠性、可得性、覆盖面由此提升。
交通银行,分层定客群 集中打纵深 私人银行业务现新格局,http://finance.eastmoney.com/a/202604103700116250.html,2026-04-10 07:00:31,中国证券报,与此同时，交通银行、邮储银行及多家股份行、城商行披露，其私行业务均实现两位数高增。
交通银行,险资最新投资策略曝光：高股息压舱 科技成长伺机,http://finance.eastmoney.com/a/202604103700109976.html,2026-04-10 07:21:33,中国证券报,与2025年三季度末相比，2025年末险资持有银行股的数量基本保持稳定，值得注意的持股变动发生在交通银行、邮储银行和建设银行三家国有大行上。
交通银行,中信保诚红利精选A：2025年利润88.63万元 净值增长率5.19%,http://finance.eastmoney.com/a/202604103700527671.html,2026-04-10 09:10:07,中国证券报·中证网,截至2025年末，基金十大重仓股分别是工商银行、杭州银行、招商银行、长江电力、江苏银行、美的集团、交通银行、兴业银行、华泰证券、中国移动。
交通银行,易方达红利混合A：2025年利润862.08万元 净值增长率14.04%,http://finance.eastmoney.com/a/202604103700627198.html,2026-04-10 09:33:58,中国证券报·中证网,截至2025年末，基金重仓股分别是阿里巴巴-W、腾讯控股、贵州茅台、塔牌集团、中国海油、美的集团、中远海控、分众传媒、江苏银行、交通银行、中国海洋石油。
交通银行,易方达高股息量化选股股票发起式A：2025年利润196.48万元 净值增长率16.08%,http://finance.eastmoney.com/a/202604103700712871.html,2026-04-10 09:42:07,中国证券报·中证网,截至2025年末，基金重仓股分别是交通银行、工商银行、晋控煤业、格力电器、渝农商行、陕西煤业、中国神华、贝壳-W、中国石油、上海银行、重庆农村商业银行。
交通银行,信用卡、消费贷逾期抬头，上市银行个贷业务不良率明显走高,http://finance.eastmoney.com/a/202604103700864670.html,2026-04-10 11:06:51,华夏时报网,交通银行副行长钱斌直言，2025年以来，受宏观经济环境、房地产市场下行等因素影响，银行业零售贷款资产质量面临较大下行压力，交通银行的情况与行业总体一致。消费贷不良虽有所抬头，但两类产品期限较短，叠加外部市场环境影响，导致消费贷和经营贷资产质量有所承压，但总体风险可控。
交通银行,易方达瑞祺混合A：2025年利润88.79万元 净值增长率3.42%,http://finance.eastmoney.com/a/202604103701063783.html,2026-04-10 15:06:34,中国证券报·中证网,截至2025年末，基金十大重仓股分别是中远海控、中国平安、招商银行、中谷物流、山煤国际、陕西煤业、西部矿业、中国神华、成都银行、交通银行。
交通银行,全民“淘金”热烧至银行，2025年贵金属销售收入狂飙！,http://finance.eastmoney.com/a/202604103701116323.html,2026-04-10 15:57:00,21世纪经济报道,交通银行同样抓住了黄金行情，贵金属销售收入实现同比增长33.18%。该行还推出了普惠型黄金实物积存产品“囤金宝”，试图以低门槛产品扩大客户基数，丰富实物贵金属等代销优质产品。
交通银行,中信建投红利智选混合A：2025年换手率达638.53%,http://finance.eastmoney.com/a/202604103701199741.html,2026-04-10 17:01:31,中国证券报·中证网,截至2025年末，基金十大重仓股分别是中粮糖业、南京银行、中国平安、农业银行、格力电器、中国石油、建设银行、富安娜、交通银行、中国神华、中国石油股份。
交通银行,华商稳健泓利一年持有混合A：2025年换手率达556.83%,http://finance.eastmoney.com/a/202604103701215068.html,2026-04-10 17:15:42,中国证券报·中证网,截至2025年末，基金十大重仓股分别是嘉友国际、紫金矿业、上海银行、晋控煤业、民生银行、中国石油、牧原股份、交通银行、中国平安、中国太保。
交通银行,华宝红利精选混合A：2025年利润1074.76万元 净值增长率10.48%,http://finance.eastmoney.com/a/202604103701232345.html,2026-04-10 17:30:12,中国证券报·中证网,截至2025年末，基金重仓股分别是工商银行、中国神华、建设银行、农业银行、南钢股份、宇通客车、交通银行、川恒股份、中联重科、中国海洋石油、中国海油。
交通银行,【深度】私人银行的十字路口,http://finance.eastmoney.com/a/202604103701277497.html,2026-04-10 17:55:14,界面新闻,日前，一则消息引发全行业热议——交通银行（601328.SH，03328.HK）拟申请撤销私人银行专营机构牌照。这是国内私人银行持牌试点以来首家国有大行主动退出专营牌照体系，成为中国私人银行业发展历程中极具标志性的事件。
交通银行,华宝新飞跃混合：2025年利润2807.58万元 净值增长率14%,http://finance.eastmoney.com/a/202604103701274664.html,2026-04-10 17:57:04,中国证券报·中证网,截至2025年末，基金十大重仓股分别是宁德时代、贵州茅台、北方华创、紫金矿业、中国银行、广发证券、中际旭创、美的集团、交通银行、农业银行。
交通银行,浇灌实体枢纽 激活向海经济：交通银行深耕港口金融新生态,http://finance.eastmoney.com/a/202604103701310649.html,2026-04-10 18:36:46,新华网,交通银行充分发挥综合化、国际化经营优势，聚焦港口基础设施建设、智慧转型、自贸金融创新等重点领域，持续加大金融支持力度，助力港口行业提质增效、向新而行。 在河北，交行唐山分行积极对接唐山港重点建设项目，为唐山港京唐港区51号、52号散货泊位建设提供有力资金保障。
交通银行,从“试水”走向“深耕”，AI技术深度赋能银行业,http://finance.eastmoney.com/a/202604103701337387.html,2026-04-10 18:43:25,新华社,交通银行副行长钱斌表示，今后将在需求分析、产品研发、系统测试、生产运维、网络安全等全链条深化AI应用，推动科技服务向智慧化、精益化升级，以科技硬实力精准赋能业务发展。
交通银行,大行普增、股份行承压，银行非息收入大分化,http://finance.eastmoney.com/a/202604103701376231.html,2026-04-10 19:05:00,21世纪经济报道,2025年，国有大行手续费及佣金净收入全部实现正增长，按增速排序依次为：农业银行16.57%、邮储银行16.15%、中国银行7.37%、建设银行5.13%、交通银行3.44%、工商银行1.62%，整体增长稳健、韧性突出。
交通银行,海富通富盈混合A：2025年利润360.33万元 净值增长率8.38%,http://finance.eastmoney.com/a/202604103701387526.html,2026-04-10 19:05:05,中国证券报·中证网,截至2025年末，基金十大重仓股分别是江苏金租、招金矿业、友邦保险、HTSC、申洲国际、伊利股份、美的集团、交通银行、新媒股份、中国移动。
交通银行,海富通风格优势混合：2025年换手率达845.52%,http://finance.eastmoney.com/a/202604103701401625.html,2026-04-10 19:07:34,中国证券报·中证网,截至2025年末，基金十大重仓股分别是中国平安、澜起科技、潮宏基、中国太保、三环集团、万泽股份、交通银行、招商蛇口、春秋航空、锐捷网络。
交通银行,华泰柏瑞量化驱动混合A：2025年利润8764.78万元 净值增长率27.66%,http://finance.eastmoney.com/a/202604103701410252.html,2026-04-10 19:17:59,中国证券报·中证网,截至2025年末，基金十大重仓股分别是宁德时代、中际旭创、中国平安、紫金矿业、贵州茅台、工业富联、国泰海通、新易盛、招商银行、交通银行。
交通银行,海富通新内需混合A：2025年利润29.86万元 净值增长率7.15%,http://finance.eastmoney.com/a/202604103701415379.html,2026-04-10 19:18:31,中国证券报·中证网,截至2025年末，基金十大重仓股分别是中国平安、江苏金租、交通银行、华泰证券、赤峰黄金、美的集团、兴业银行、中信特钢、新媒股份、国光股份。
交通银行,华夏红利量化选股股票A：2025年利润42.97万元 净值增长率5.77%,http://finance.eastmoney.com/a/202604103701432723.html,2026-04-10 19:22:51,中国证券报·中证网,截至2025年末，基金十大重仓股分别是中远海控、上海银行、江苏银行、陕西煤业、南京高科、南京银行、厦门象屿、宝钢股份、宁波华翔、交通银行。
交通银行,东方欣益一年持有期混合A：2025年利润353.41万元 净值增长率5.98%,http://finance.eastmoney.com/a/202604103701440257.html,2026-04-10 19:30:48,中国证券报·中证网,截至2025年末，基金十大重仓股分别是紫金矿业、中国平安、美的集团、兴业银行、映翰通、皖通高速、西部矿业、交通银行、海螺水泥、赤峰黄金。
交通银行,东方周期优选灵活配置混合A：2025年利润854.71万元 净值增长率24.71%,http://finance.eastmoney.com/a/202604103701446144.html,2026-04-10 19:31:41,中国证券报·中证网,截至2025年末，基金十大重仓股分别是华友钴业、华海清科、巨星农牧、温氏股份、亚钾国际、新天然气、格林美、爱玛科技、华锡有色、交通银行。
交通银行,东方兴瑞趋势领航混合A：2025年利润1412.57万元 净值增长率74.78%,http://finance.eastmoney.com/a/202604103701450533.html,2026-04-10 19:55:38,中国证券报·中证网,截至2025年末，基金十大重仓股分别是中国平安、招金矿业、紫金矿业、株冶集团、中国太平、赤峰黄金、山东黄金、中国人寿、中国太保、交通银行。
交通银行,上市银行房地产贷款扫描：规模增减参半,http://finance.eastmoney.com/a/202604103701562691.html,2026-04-10 21:09:07,中国经营报,而工商银行（601398.SH）、建设银行（601939.SH）、中国银行（601988.SH）和交通银行（601328.SH）在房地产行业的贷款规模分别为8645.76亿元、9055.83亿元、9668.33亿元和5152.74亿元，同比分别减少164.1亿元、27.97亿元、4.64
交通银行,去年四季度重仓股揭晓 社保基金布局思路浮现,http://finance.eastmoney.com/a/202604103702049410.html,2026-04-10 23:16:13,经济参考报,从持股比例看，中国人保、方正证券、交通银行获社保基金持股占流通股的比例均达到了10%以上。此外，持股比例居前的还有诺思格、国药股份、确成股份等。
交通银行,资产负债管理显效 多家银行净利息收入同比正增长,http://finance.eastmoney.com/a/202604113701709640.html,2026-04-11 02:25:07,中国经营网,从国有银行看，交通银行（601328.SH）净利息收入同比增长，2025年为1730.75亿元，同比增长1.91%，其他国有银行净利息收入仍相对承压，但非息收入整体增长较快。 股份制银行中，浦发银行（600000.SH）利息净收入同比增幅较大。
交通银行,理财公司2025年成绩单：合资机构产品规模暴增,http://finance.eastmoney.com/a/202604113702048055.html,2026-04-11 02:34:09,中国经营网,2025年，汇华理财在已经与中国银行（601988.SH）、交通银行（601328.SH）、兴业银行（601166.SH）、百信银行、九江银行（06190.HK）建立代销合作的基础上，新增渣打银行、北京银行（601169.SH）、泰隆银行、网商银行、渤海银行（09668.HK）等渠道
交通银行,摩根红利优选股票A：2025年换手率达736.25%,http://finance.eastmoney.com/a/202604113702002470.html,2026-04-11 17:54:10,中国证券报·中证网,截至2025年末，基金十大重仓股分别是江苏银行、中国建筑、中信银行、交通银行、中国石油、中国石化、中远海控、光大银行、兴业银行、兖矿能源。
交通银行,上海国际金融中心一周要闻回顾（4月6日—4月12日）,http://finance.eastmoney.com/a/202604123702128564.html,2026-04-12 12:57:00,国际金融报,15.交通银行上海市分行成功落地大额跨境银团项目赋能企业全球化发展 近日，交通银行上海市分行作为独家牵头行兼代理行，成功为某“走出去”跨国企业集团完成外币跨境银团贷款项目。该项目获得多家银行积极响应，银团贷款总规模超等值5亿美元。
交通银行,国富金融地产混合A：2025年利润83.41万元 净值增长率10.29%,http://finance.eastmoney.com/a/202604123702185968.html,2026-04-12 17:18:20,中国证券报·中证网,截至2025年末，基金十大重仓股分别是渣打集团、杭州银行、南京银行、中国人寿、中国太保、中国平安、新致软件、国泰海通、招商银行、交通银行。
交通银行,申万菱信红利量化选股股票A：2025年利润172.68万元 净值增长率15.98%,http://finance.eastmoney.com/a/202604123702201144.html,2026-04-12 17:37:55,中国证券报·中证网,截至2025年末，基金十大重仓股分别是华夏银行、工商银行、平安银行、北京银行、今创集团、天地数码、东港股份、交通银行、兴业银行、华茂股份。
交通银行,平安港股通红利优选混合A：2025年利润747.02万元 净值增长率12.48%,http://finance.eastmoney.com/a/202604123702203527.html,2026-04-12 17:38:38,中国证券报·中证网,截至2025年末，基金十大重仓股分别是中国移动、中国海洋石油、中信银行、中国银行、中国石油股份、交通银行、中国光大银行、中国神华、中国宏桥、中国联通。
交通银行,平安港股通红利精选混合发起式A：2025年利润2590.93万元 净值增长率15.39%,http://finance.eastmoney.com/a/202604123702203737.html,2026-04-12 17:38:38,中国证券报·中证网,截至2025年末，基金十大重仓股分别是中国海洋石油、中国移动、中信银行、中国银行、交通银行、中国石油股份、中国联通、中国石油化工股份、中国宏桥、中国光大银行。
交通银行,华夏回报混合A：2025年利润10亿元 净值增长率11.28%,http://finance.eastmoney.com/a/202604123702208094.html,2026-04-12 17:46:30,中国证券报·中证网,截至2025年末，基金十大重仓股分别是三一重工、宁德时代、北方华创、交通银行、恒瑞医药、安集科技、招商银行、焦点科技、宇通客车、紫金矿业。
交通银行,华夏回报二号混合：2025年利润4.11亿元 净值增长率11.17%,http://finance.eastmoney.com/a/202604123702209783.html,2026-04-12 17:50:52,中国证券报·中证网,截至2025年末，基金十大重仓股分别是三一重工、宁德时代、北方华创、交通银行、恒瑞医药、安集科技、招商银行、焦点科技、宇通客车、紫金矿业。
交通银行,华夏收入混合：2025年利润3.53亿元 净值增长率22.98%,http://finance.eastmoney.com/a/202604123702214648.html,2026-04-12 18:20:14,中国证券报·中证网,截至2025年末，基金十大重仓股分别是紫金矿业、华鲁恒升、中国太保、新华保险、交通银行、中国石油、陕西煤业、中国铝业、中国海油、万华化学。
交通银行,博时荣华混合A：2025年利润2148.1万元 净值增长率7.31%,http://finance.eastmoney.com/a/202604123702227967.html,2026-04-12 19:13:26,中国证券报·中证网,截至2025年末，基金十大重仓股分别是建设银行、长江电力、中国移动、农业银行、中国银行、交通银行、中国电信、唐山港、青岛港、招商公路。
交通银行,东兴红利优选混合A：2025年利润53.26万元 净值增长率2.5%,http://finance.eastmoney.com/a/202604123702230320.html,2026-04-12 19:19:24,中国证券报·中证网,截至2025年末，基金十大重仓股分别是交通银行、平高电气、兴业银行、美的集团、华鲁恒升、华润双鹤、涪陵榨菜、大华股份、中国中铁、中国海油。
交通银行,激活春日消费新动能 多家银行发力,http://finance.eastmoney.com/a/202604123702274053.html,2026-04-12 19:34:53,中国证券报·中证金牛座,近期，交通银行无锡分行携手无锡市锡山区商务局、八佰伴中心，启动“百县万店惠民生·畅跑锡马”促消费系列活动。作为2026无锡马拉松官方赞助商，交通银行无锡分行还在活动现场发布锡马专属优惠举措，打造“衣食住行”四大优惠场景。
交通银行,大行隐去私行数据，股份行仍在冲量,http://finance.eastmoney.com/a/202604123702241922.html,2026-04-12 19:41:10,第一财经,记者查阅年报发现，目前仍披露相关指标的，仅剩交通银行与邮储银行两家国有行。数据显示，交通银行2025年末私人银行客户数达10.51万户，同比增长11.62%；管理资产规模（AUM）1.43万亿元，同比增长10.39%。
交通银行,博时汇誉回报混合A：2025年利润398.32万元 净值增长率5.11%,http://finance.eastmoney.com/a/202604123702238954.html,2026-04-12 19:43:33,中国证券报·中证网,截至2025年末，基金十大重仓股分别是工商银行、中国银行、交通银行、中国移动、长江电力、农业银行、中国电信、邮储银行、华能水电、中国联通。
交通银行,从大行年报 读出了什么？（财经深一度）,http://finance.eastmoney.com/a/202604133702363053.html,2026-04-13 06:02:56,人民日报,近日，工商银行、农业银行、中国银行、建设银行、交通银行、邮储银行等国有大型商业银行发布了2025年度业绩报告。 金融是经济的镜像。梳理资金流向，中国经济稳中有进、向新提质的发展脉络更加清晰。
交通银行,国联安鑫稳3个月持有混合A：2025年利润21.47万元 净值增长率0.54%,http://finance.eastmoney.com/a/202604133702412234.html,2026-04-13 08:58:51,中国证券报·中证网,截至2025年末，基金十大重仓股分别是交通银行、长江电力、工商银行、海尔智家、星宇股份、中信证券、伊利股份、三一重工、格力电器、银龙股份。
交通银行,国联安主题驱动混合A：2025年利润1030.48万元 净值增长率15.84%,http://finance.eastmoney.com/a/202604133702421679.html,2026-04-13 09:05:38,中国证券报·中证网,截至2025年末，基金十大重仓股分别是三一重工、交通银行、海尔智家、工商银行、星宇股份、伊利股份、银龙股份、中信证券、格力电器、德赛西威。
交通银行,国联安安泰灵活配置混合A：2025年利润1387.43万元 净值增长率5.39%,http://finance.eastmoney.com/a/202604133702423129.html,2026-04-13 09:05:47,中国证券报·中证网,截至2025年末，基金十大重仓股分别是交通银行、长江电力、三一重工、海尔智家、中国移动、星宇股份、中信证券、伊利股份、格力电器、建设银行。
交通银行,中欧互通精选混合A：2025年换手率达524.08%,http://finance.eastmoney.com/a/202604133702725471.html,2026-04-13 13:22:32,中国证券报·中证网,截至2025年末，基金十大重仓股分别是宁德时代、招商银行、中国平安、交通银行、中际旭创、工业富联、紫金矿业、贵州茅台、方正证券、伊利股份。
交通银行,华宝新机遇混合A：2025年利润309.19万元 净值增长率7.44%,http://finance.eastmoney.com/a/202604133702731550.html,2026-04-13 13:23:01,中国证券报·中证网,截至2025年末，基金十大重仓股分别是贵州茅台、宁德时代、紫金矿业、中国银行、中科曙光、交通银行、中微公司、工商银行、中国人寿、中芯国际。
交通银行,东海祥龙(LOF)A：2025年利润102.11万元 净值增长率9.66%,http://finance.eastmoney.com/a/202604133702733725.html,2026-04-13 13:23:12,中国证券报·中证网,截至2025年末，基金十大重仓股分别是南京银行、中粮糖业、中国石油、农业银行、中国平安、格力电器、建设银行、双汇发展、中国神华、交通银行。
交通银行,银行本周在售混合类产品收益榜出炉，两只红利策略产品上榜,http://finance.eastmoney.com/a/202604133702848253.html,2026-04-13 16:05:00,21世纪经济报道,统计代销机构（28家）：工商银行、中国银行、农业银行、邮储银行、建设银行、交通银行、招商银行、中信银行、光大银行、民生银行、兴业银行、浦发银行、广发银行、浙商银行、华夏银行、平安银行、恒丰银行、渤海银行、北京银行、宁波银行、江苏银行、上海银行、南京银行、杭州银行、徽商银行、微众银行
交通银行,汇泉智享量化选股混合A：2025年换手率达651.22%,http://finance.eastmoney.com/a/202604133703009898.html,2026-04-13 18:15:32,中国证券报·中证网,截至2025年末，基金十大重仓股分别是冀中能源、建设银行、上海银行、工商银行、山煤国际、交通银行、中国神华、陕西煤业、兴业银行、四川路桥。
交通银行,债市步入“低利率高波动”阶段 上市银行投资收益分化加剧,http://finance.eastmoney.com/a/202604133703016021.html,2026-04-13 18:18:00,上海证券报·中国证券网,仅交通银行投资收益小幅下降。 相比之下，股份制银行投资收益波动更为明显。招商银行投资收益由298.8亿元增至368.4亿元，同比增长约23.3%；光大银行、华夏银行亦实现增长。
交通银行,数字人民币进入2.0阶段：22家运营机构就位，智能合约多领域落地,http://finance.eastmoney.com/a/202604133703017830.html,2026-04-13 18:19:00,券商中国,交通银行：累计开立个人钱包超2300万个，较上年末增长20.84%；累计交易金额超1万亿元，较上年末增长128.02%。累计对接、上线数字人民币2.5层合作机构超100户。该行将智能合约应用于供应链融资、政府采购监管与补贴发放等领域。
交通银行,上银丰瑞一年持有期混合发起式A：2025年利润125.81万元 净值增长率1.35%,http://finance.eastmoney.com/a/202604133703036434.html,2026-04-13 18:34:13,中国证券报·中证网,截至2025年末，基金十大重仓股分别是中国移动、交通银行、青岛港、铂力特、伟星股份、安克创新、苏泊尔、北京银行、瑞芯微、万华化学。
交通银行,上银新兴价值成长混合A：2025年利润1983.57万元 净值增长率15.41%,http://finance.eastmoney.com/a/202604133703038419.html,2026-04-13 18:34:25,中国证券报·中证网,截至2025年末，基金十大重仓股分别是中国移动、三环集团、交通银行、美的集团、中国海油、长江电力、中国神华、工商银行、华泰证券、牧原股份。
交通银行,银行零售业务的“冰与火”：利润承压 规模普增,http://finance.eastmoney.com/a/202604133703044875.html,2026-04-13 18:47:46,上海证券报·中国证券网,以六大国有行为例，个贷不良率全部上升，工商银行与交通银行个贷不良率均升至1.58%，较上年末分别上升0.43和0.50个百分点。
交通银行,摩根双息平衡混合A：2025年利润7163.46万元 净值增长率9.72%,http://finance.eastmoney.com/a/202604133703067731.html,2026-04-13 18:57:34,中国证券报·中证网,截至2025年末，基金十大重仓股分别是新凤鸣、博源化工、华新建材、牧原股份、桐昆股份、宝钢股份、交通银行、中国神华、农业银行、天康生物。
交通银行,工银聚和一年定开混合A：2025年利润171.38万元 净值增长率2.51%,http://finance.eastmoney.com/a/202604133703147992.html,2026-04-13 19:55:46,中国证券报·中证网,截至2025年末，基金十大重仓股分别是中材国际、华鲁恒升、杭州银行、中国海洋石油、中国移动、交通银行、中国化学、美的集团、万华化学、新华文轩。
交通银行,工银聚利18个月定开混合A：2025年利润684.83万元 净值增长率2.05%,http://finance.eastmoney.com/a/202604133703150829.html,2026-04-13 19:56:05,中国证券报·中证网,截至2025年末，基金十大重仓股分别是中材国际、杭州银行、中国化学、美的集团、中国移动、交通银行、新华文轩、中信证券、中国海洋石油、京东方A。
交通银行,隆源股份：关于使用闲置募集资金进行现金管理的进展公告,http://finance.eastmoney.com/a/202604133703219559.html,2026-04-13 20:16:00,证券日报,其中，向交通银行宁波大碶支行购买3，000万元“交通银行蕴通财富定期型结构性存款98天”及2，500万元“银行通知存款”；向中国银行奉化开发区经济支行购买4，000万元“中国银行对公结构性存款”。截至本公告日，公司使用闲置募集资金进行现金管理未到期余额为9，500万元。
交通银行,存款到期潮下的巅峰对决：这3家股份行如何破解存款“危局”,http://finance.eastmoney.com/a/202604133703241345.html,2026-04-14 00:03:41,第一财经,第二梯队为上市股份行+交通银行，存款规模在2万亿元至10万亿元之间，招商银行以9.84万亿元的存款规模位居第二梯队第一位。 第三梯队为区域性商业银行，存款规模多低于1万亿元，渝农商行以1.03万亿元暂列区域性商业银行首位。
交通银行,基金向左险资向右：银行板块配置分歧加大,http://finance.eastmoney.com/a/202604133703134856.html,2026-04-14 01:41:00,21世纪经济报道,如果将范围扩大至前15位，则还有工商银行、中信银行、浙商银行和交通银行入围。
交通银行,上市银行发力养老金融 开户数和缴存额爆发式增长,http://finance.eastmoney.com/a/202604143703431262.html,2026-04-14 02:18:13,证券时报,交通银行紧随其后，交行养老金托管规模达3.41万亿元。 建设银行、中国银行和农业银行在细分领域增长迅速。
交通银行,AUM越做越大 利润持续承压： 银行零售业务“虚胖”待解,http://finance.eastmoney.com/a/202604143703507628.html,2026-04-14 07:01:17,中国证券报,在国有大行中，2025年，除工商银行、中国银行外，农业银行、建设银行、邮储银行、交通银行零售业务利润较上年均有所下滑。
交通银行,受产品售价下探叠加产能过剩影响 海正生材2025年净利下滑超七成,http://finance.eastmoney.com/a/202604143703940947.html,2026-04-14 09:22:17,财联社,在股东结构上，报告期内新进了交通银行旗下招商均衡优选混合基金（持股399.60万股）和中国农业银行旗下招商品质发现混合基金（持股256.02万股）；而广发科技创新混合基金和台州市椒江区基础设施投资公司则退出了前十大股东名单。
交通银行,河南4家公司获批注册88.2亿元债务融资工具,http://finance.eastmoney.com/a/202604143704187019.html,2026-04-14 10:13:41,大河财立方,此外，河南心连心化学工业集团获批注册20亿元中期票据，额度自2026年3月17日起2年内有效，由交通银行主承销。
交通银行,上市银行，“绿色”财报！信贷规模仍高增，转型金融开启探索,http://finance.eastmoney.com/a/202604143704345634.html,2026-04-14 15:38:00,券商中国,值得关注的是，交通银行推出了《交通银行转型金融政策包》，以推动转型金融业务落地。
交通银行,超127万亿贷款流向何处？六大行2025年成绩单揭晓答案,http://finance.eastmoney.com/a/202604143704403128.html,2026-04-14 16:26:00,21世纪经济报道,邮储银行与交通银行，二者投放规模相对较小，不良率也分别低至0.28%和0.42%。
交通银行,共赴开放之约 交通银行全力护航第六届消博会,http://finance.eastmoney.com/a/202604143704442728.html,2026-04-14 17:03:10,新华网,展馆变身“数智体验区” 解锁“金融+”新玩法 一踏入交通银行展馆，最吸睛的当属海南首台离境退税设备的亮相。这是交通银行在自贸港率先落地的首台离境退税设备，提供多语种的智能服务，能实现一站式办理、几分钟内到账，大幅优化境外旅客退税体验。
交通银行,去年贷款余额骤降超千亿元 中国银行信用卡“缩表”居六大行之首,http://finance.eastmoney.com/a/202604143704476680.html,2026-04-14 17:17:43,深圳商报·读创,工商银行以4.61%的不良率位居六大行首位，较上年末大幅攀升1.11个百分点；交通银行、建设银行2025年末不良率分别为2.68%、2.36%，同比分别上升0.34个和0.14个百分点。 消费端数据同样折射出业务的收缩态势。
交通银行,万科拟调整“23万科MTN001”本金兑付安排：偿还40% 剩余60%展期一年,http://finance.eastmoney.com/a/202604143704466418.html,2026-04-14 17:21:28,界面新闻,4月14日，召集人交通银行发布万科2023年度第一期中期票据（简称“23万科MTN001”）2026年第一次持有人会议的议案公告。
交通银行,多家银行披露“最高薪5人”：中行一员工年薪超1800万元，在境外子公司任职,http://finance.eastmoney.com/a/202604143704613838.html,2026-04-14 19:33:15,红星资本局,其中，交通银行、农业银行、中国银行人均薪酬分别升至45.5万元、37.1万元、37万元，稳居前列。 综合国有银行及股份制银行，中信银行超过60万元的人均薪酬仍可位列第一。 在高管薪酬方面，股份制银行更有优势。
交通银行,万科20亿境内债展期方案发布 首期支付4成,http://finance.eastmoney.com/a/202604143704626062.html,2026-04-14 19:53:23,第一财经,4月14日，交通银行作为召集人发布公告，披露了“23万科MTN001”的本息兑付安排调整议案。该笔中票的本金兑付日为2026年4月23日，债项余额为20亿元，利率为3.11%。 该议案分为四项条款。
交通银行,万科公布“23万科MTN001”展期方案：偿还本金40%，剩余60%展期一年,http://finance.eastmoney.com/a/202604143704657839.html,2026-04-14 20:22:00,澎湃新闻,4月14日，交通银行股份有限公司作为召集人，披露万科2023年度第一期中期票据（简称“23万科MTN001”）第一次持有人会议的议案概要，明确该笔中期票据本息兑付调整方案及相关增信保障措施。
交通银行,“牙膏第一股”两面针拟易主背后：布局电动牙刷，天猫销量仅90支，困境之中谋破局,http://finance.eastmoney.com/a/202604143704658092.html,2026-04-14 20:23:36,红星资本局,两面针先后涉足钢材贸易、纸业、房地产及物业管理等业务，持有中信证券、交通银行等多家上市公司的股权。 过于分散的业务未能给公司带来创收，2019年12月，两面针通过资产出售剥离了纸业板块和房地产板块，宣布聚焦日化、医药板块，致力于发展“大消费、大健康”产业。
