企业名称,标题,URL,发布时间,来源,摘要,正文
恒瑞医药,恒瑞医药：获瑞维鲁胺片的药物临床试验批准通知书,https://stcn.com/article/detail/3475931.html,2025-11-03 16:51,人民财讯,恒瑞医药 ：获 瑞 维鲁胺片的药物临床试验批准通知书 恒瑞医药 (600276)11月3日公告，公司收到国家药监局核准签发关于瑞维鲁胺片的药物临床试验批准通知书，同意本品开展联合注射用HS-20093用于前列腺癌的临床试验。另外，子公司成都盛迪医药有限公司的HRS-5965胶囊被... 恒瑞医药 瑞维鲁胺片 药物临床试验 人民财讯 周映彤,人民财讯11月3日电，恒瑞医药(600276)11月3日公告，公司收到国家药监局核准签发关于瑞维鲁胺片的药物临床试验批准通知书，同意本品开展联合注射用HS-20093用于前列腺癌的临床试验。另外，子公司成都盛迪医药有限公司的HRS-5965胶囊被国家药品监督管理局药审中心拟纳入优先审评品种公示名单，拟定适应症（或功能主治）为治疗既往未接受过补体抑制剂治疗的阵发性睡眠性血红蛋白尿症成人患者。
恒瑞医药,恒瑞医药第二代AR抑制剂临床试验获受理 同类产品全球年销售额超百亿美元,https://stcn.com/article/detail/3476356.html,2025-11-03 19:35,证券时报·e公司,恒瑞医药 第二代AR抑制剂临床试验获受理 同类产品全球年销售额超百亿美元 恒瑞医药瑞 维鲁胺片已于2022年获批上市，用于治疗高瘤负荷的转移性激素敏感性前列腺癌（mHSPC）患者。目前，国内外有恩扎卢胺、阿帕他胺、达罗他胺等多个第二代AR抑制剂上市。经查询EvaluatePharma数据库，瑞维鲁胺... 证券时报·e公司 李小平,11月3日晚，恒瑞医药(600276)公告称，收到国家药监局核准签发关于瑞维鲁胺片的《药物临床试验批准通知书》，将于近期开展临床试验。 瑞维鲁胺片是第二代AR抑制剂，相较于第一代AR抑制剂，具有更强的AR抑制作用，且无激动作用。恒瑞医药瑞维鲁胺片已于2022年获批上市，用于治疗高瘤负荷的转移性激素敏感性前列腺癌（mHSPC）患者。 目前，国内外有恩扎卢胺、阿帕他胺、达罗他胺等多个第二代AR抑制剂上市。经查询EvaluatePharma数据库，瑞维鲁胺片同类产品2024年全球销售额合计约110.37亿美元。截至目前，瑞维鲁胺片相关项目累计研发投入约6.93亿元。 同日公告显示，恒瑞医药子公司成都盛迪医药有限公司的HRS-5965胶囊被国家药品监督管理局药品审评中心拟纳入优先审评品种公示名单，治疗既往未接受过补体抑制剂治疗的阵发性睡眠性血红蛋白尿症成人患者。 阵发性睡眠性血红蛋白尿症（PNH）是一种后天获得性溶血性疾病，其特征为CD55（衰变加速因子，DAF）和CD59（反应性溶解膜抑制物，MIRL）缺乏导致补体介导的血管内溶血，主要临床表现为血管内溶血、潜在造血功能衰竭及血栓形成倾向。因其发病率/患病率低，PNH已被纳入国家《第一批罕见病目录》。 HRS-5965胶囊是一种补体因子B抑制剂，可抑制补体介导的血管内外溶血反应，提升血红蛋白水平。针对本适应症，同靶点药物目前仅有诺华的盐酸伊普可泮胶囊（Fabhalta®）在国外获批上市，经查询EvaluatePharma数据库，2024年该产品全球销售额约为1.29亿美元。截至目前，HRS-5965胶囊相关项目累计研发投入约2.1亿元。 同日晚间，恒瑞医药还披露了回购的最新进展。截至2025年10月31日，公司以集中竞价交易方式回购股份791.88万股，已回购股份占公司总股本的比例为0.12%，购买的最高价为70元/股，最低价为62.9元/股，已支付的总金额为5.35亿元（不含交易费用）。 今年8月，恒瑞医药董事会审议通过了回购方案，同意公司使用自有资金，以集中竞价交易方式回购公司股份用于实施A股员工持股计划。回购价格不超过90.85元/股（含），回购资金总额不低于10亿元且不超过20亿元。回购期限为自董事会审议通过回购股份方案之日起12个月以内。
恒瑞医药,恒瑞医药第二代AR抑制剂临床试验获受理,https://stcn.com/article/detail/3476633.html,2025-11-04 06:55,证券时报,恒瑞医药 第二代AR抑制剂临床试验获受理 恒瑞医药瑞 维鲁胺片已于2022年获批上市，用于治疗高瘤负荷的转移性激素敏感性前列腺癌（mHSPC）患者。目前，国内外有恩扎卢胺、阿帕他胺、达罗他胺等多个第二代AR抑制剂上市。经查询EvaluatePharma数据库，瑞维鲁胺... 证券时报 2025-11-04 A005版 李小平,11月3日晚，恒瑞医药(600276)公告称，收到国家药监局核准签发关于瑞维鲁胺片的《药物临床试验批准通知书》，将于近期开展临床试验。 证券时报记者 李小平 11月3日晚，恒瑞医药(600276)公告称，收到国家药监局核准签发关于瑞维鲁胺片的《药物临床试验批准通知书》，将于近期开展临床试验。 瑞维鲁胺片是第二代AR抑制剂，相较于第一代AR抑制剂，具有更强的AR抑制作用，且无激动作用。恒瑞医药瑞维鲁胺片已于2022年获批上市，用于治疗高瘤负荷的转移性激素敏感性前列腺癌（mHSPC）患者。 目前，国内外有恩扎卢胺、阿帕他胺、达罗他胺等多个第二代AR抑制剂上市。经查询EvaluatePharma数据库，瑞维鲁胺片同类产品2024年全球销售额合计约110.37亿美元。截至目前，瑞维鲁胺片相关项目累计研发投入约6.93亿元。 同日公告显示，恒瑞医药子公司成都盛迪医药有限公司的HRS-5965胶囊被国家药品监督管理局药品审评中心拟纳入优先审评品种公示名单，治疗既往未接受过补体抑制剂治疗的阵发性睡眠性血红蛋白尿症（PNH）成人患者。 阵发性睡眠性血红蛋白尿症是一种后天获得性溶血性疾病，其特征为CD55（衰变加速因子，DAF）和CD59（反应性溶解膜抑制物，MIRL）缺乏导致补体介导的血管内溶血，主要临床表现为血管内溶血、潜在造血功能衰竭及血栓形成倾向。因其发病率/患病率低，PNH已被纳入国家《第一批罕见病目录》。 HRS-5965胶囊是一种补体因子B抑制剂，可抑制补体介导的血管内外溶血反应，提升血红蛋白水平。针对该适应症，同靶点药物目前仅有诺华的盐酸伊普可泮胶囊（Fabhalta^[®]）在国外获批上市，经查询EvaluatePharma数据库，2024年该产品全球销售额约为1.29亿美元。截至目前，HRS-5965胶囊相关项目累计研发投入约2.1亿元。 同日晚间，恒瑞医药还披露了回购的最新进展。截至2025年10月31日，公司以集中竞价交易方式回购股份791.88万股，已回购股份占公司总股本的比例为0.12%，购买的最高价为70元/股，最低价为62.9元/股，已支付的总金额为5.35亿元（不含交易费用）。 今年8月，恒瑞医药董事会审议通过了回购方案，同意公司使用自有资金，以集中竞价交易方式回购公司股份用于实施A股员工持股计划。回购价格不超过90.85元/股（含），回购资金总额不低于10亿元且不超过20亿元。回购期限为自董事会审议通过回购股份方案之日起12个月以内。
恒瑞医药,恒瑞医药：获得药物临床试验批准通知书,https://stcn.com/article/detail/3484746.html,2025-11-07 20:43,人民财讯,恒瑞医药 ：获得药物临床试验批准通知书 恒瑞医药 11月7日公告，近日，公司收到国家药品监督管理局核准签发关于HRS-2430注射液的《药物临床试验批准通知书》，将于近期开展临床试验。HRS-2430注射液为静脉全身麻醉 药 。 恒瑞医药 药物临床试验 HRS-2430注射液 人民财讯 郑灶金,人民财讯11月7日电，恒瑞医药11月7日公告，近日，公司收到国家药品监督管理局核准签发关于HRS-2430注射液的《药物临床试验批准通知书》，将于近期开展临床试验。HRS-2430注射液为静脉全身麻醉药。
恒瑞医药,恒瑞医药：SHR-4610注射液获得药物临床试验批准通知书,https://stcn.com/article/detail/3484750.html,2025-11-07 20:48,人民财讯,恒瑞医药 ：SHR-4610注射液获得药物临床试验批准通知书 恒瑞医药 11月7日公告，近日，公司子公司上海盛迪医药有限公司收到国家药品监督管理局核准签发关于SHR-4610注射液的《药物临床试验批准通知书》，将于近期开展临床试验。SHR-4610注射液是公司自主研发的创新型抗肿瘤... 恒瑞医药 SHR-4610注射液 药物临床试验 人民财讯 郑灶金,人民财讯11月7日电，恒瑞医药11月7日公告，近日，公司子公司上海盛迪医药有限公司收到国家药品监督管理局核准签发关于SHR-4610注射液的《药物临床试验批准通知书》，将于近期开展临床试验。SHR-4610注射液是公司自主研发的创新型抗肿瘤药物，在临床前动物模型中展现出良好的抗肿瘤活性，拟用于治疗晚期实体瘤。
恒瑞医药,恒瑞医药11月12日大宗交易成交3601.80万元,https://stcn.com/article/detail/3491528.html,2025-11-13 08:23,数据宝,恒瑞医药 11月12日大宗交易成交3601.80万元 恒瑞医药 11月12日大宗交易平台出现一笔成交，成交量58.00万股，成交金额3601.80万元，大宗交易成交价为62.10元。该笔交易的买方营业部为华泰证券股份有限公司总部，卖方营业部为机构专用。进一步统计，近3个月内该股... 恒瑞医药 华泰证券 数据宝,恒瑞医药11月12日大宗交易平台出现一笔成交，成交量58.00万股，成交金额3601.80万元，大宗交易成交价为62.10元。该笔交易的买方营业部为华泰证券股份有限公司总部，卖方营业部为机构专用。 进一步统计，近3个月内该股累计发生4笔大宗交易，合计成交金额为7224.58万元。（数据宝） 11月12日恒瑞医药大宗交易一览 成交量 （万股） 成交金额 （万元） 成交价格 （元） 相对当日 收盘折溢价 （%） 买方营业部 卖方营业部 58.00 3601.80 62.10 0.00 华泰证券股份有限公司总部 机构专用 注：本文系新闻报道，不构成投资建议，股市有风险，投资需谨慎。
恒瑞医药,恒瑞医药：瑞维鲁胺片药物临床试验获批,https://stcn.com/article/detail/3493757.html,2025-11-13 17:05,人民财讯,恒瑞医药 ：瑞维鲁胺片药物临床试验获批 恒瑞医药 (600276)11月3日公告，公司收到国家药监局核准签发关于瑞维鲁胺片的药物临床试验批准通知书，同意该药品开展前列腺癌的Ⅲ期临床试验。公司瑞维鲁胺片已于2022年获批上市，用于治疗高瘤负荷的转移性激素敏感... 恒瑞医药 瑞维鲁胺片 药物临床试验 人民财讯 周映彤,人民财讯11月13日电，恒瑞医药(600276)11月3日公告，公司收到国家药监局核准签发关于瑞维鲁胺片的药物临床试验批准通知书，同意该药品开展前列腺癌的Ⅲ期临床试验。公司瑞维鲁胺片已于2022年获批上市，用于治疗高瘤负荷的转移性激素敏感性前列腺癌（mHSPC）患者。
恒瑞医药,恒瑞医药：公司及子公司多款药物获批临床试验,https://stcn.com/article/detail/3498175.html,2025-11-17 16:19,人民财讯,恒瑞医药 ：公司及子公司多款药物获批临床试验 恒瑞医药 (600276)11月17日公告，近日，公司及子公司苏州盛迪亚生物医药有限公司、上海 恒瑞医药 有限公司、上海盛迪医药有限公司收到国家药监局核准签发关于HRS-4642注射液、SHR-1701注射液、SHR-7367注射液、SHR-8068... 恒瑞医药 苏州盛迪亚生物医药 上海恒瑞医药 人民财讯 许擎天梅,人民财讯11月17日电，恒瑞医药(600276)11月17日公告，近日，公司及子公司苏州盛迪亚生物医药有限公司、上海恒瑞医药有限公司、上海盛迪医药有限公司收到国家药监局核准签发关于HRS-4642注射液、SHR-1701注射液、SHR-7367注射液、SHR-8068注射液、阿得贝利单抗注射液、贝伐珠单抗注射液、注射用SHR-A2102、苹果酸法米替尼胶囊和羟乙磺酸达尔西利片的《药物临床试验批准通知书》，将于近期开展临床试验。公司收到国家药监局核准签发关于富马酸泰吉利定注射液的《药物临床试验批准通知书》，将于近期开展临床试验。公司及子公司山东盛迪医药有限公司收到国家药监局核准签发关于HRS-6209胶囊、HRS-2189片的《药物临床试验批准通知书》。
恒瑞医药,恒瑞医药前高管沈亚平强势“加盟”翰宇药业开启国际化发展新征程,https://stcn.com/article/detail/3498777.html,2025-11-17 20:27,证券时报·e公司,恒瑞医药 前高管沈亚平强势“加盟”翰宇药业开启国际化发展新征程 公告介绍，沈亚平博士毕业于加拿大渥太华大学，曾长期任职于加拿大Inflazyme、美国Lipont、美国Chemwerth等多家海外知名 药 企，并自2012年起加入 恒瑞医药 ，历任董事长助理、副总裁，分管 恒瑞医药 国际业务部，国际仿... 证券时报·e公司,11月17日，多肽药物领军企业翰宇药业（300199.SZ）宣布一项重磅人事任命：原恒瑞医药副总裁、国际业务负责人沈亚平先生正式出任翰宇药业执行总裁。 公告介绍，沈亚平博士毕业于加拿大渥太华大学，曾长期任职于加拿大Inflazyme、美国Lipont、美国Chemwerth等多家海外知名药企，并自2012年起加入恒瑞医药，历任董事长助理、副总裁，分管恒瑞医药国际业务部，国际仿制药研究所，美国eVenus公司，日本恒瑞公司，新加坡恒瑞公司，负责原料药、仿制药和部分创新药产品的海外市场的市场开发、注册申报、上市销售和产品维护。 他的加盟，不仅意味着在深入研判行业趋势后，对翰宇药业多肽领域发展、国际化商业前景的主动选择，也标志着翰宇药业在加速全球化布局的关键节点上，引入了一位兼具技术背景与国际化实战经验的战略操盘手，有望助力翰宇药业开启国际化新征程。 以行业龙头为范本，创新药“出海”进入加速期 近年来，中国创新药“出海”已从个别尝试走向系统性突破，而恒瑞医药无疑是其中的标杆企业。2025年以来，随着我国创新药管线全球认可度提升，重磅BD的频频落地更推动了创新药板块良好的市场表现。 年初以来，恒瑞医药接连达成多项对外授权合作：3月与默沙东就Lp(a)口服小分子抑制剂HRS-5346达成全球授权，首付款2亿美元，潜在总金额达17.7亿美元；7月与GSK签署HRS-9821项目全球独家许可协议，首付款高达5亿美元，总交易价值逼近120亿美元；9月又先后与美国BraveheartBio、印度Glenmark就HRS-1893及HER2ADC药物SHR-A1811达成授权，首付款分别达7500万美元和1800万美元，后续里程碑付款均超10亿美元。这些高价值交易不仅彰显了恒瑞医药研发管线的全球竞争力，更体现了其成熟的国际化商业运作能力，其股价也从1月42.25元/股的低点，持续攀升至9月74元/股的高位。 恒瑞医药“出海”成果的背后，不仅来自其管线本身的创新价值，也必然离不开国际业务团队多年深耕积累的支撑。恒瑞医药的全球化过程中，BD架构、跨国合规组网、临床价值验证和区域化商业路径已被反复验证，无疑能为正处于国际化加速期的企业提供可复制的“出海范本”，加速翰宇药业“从出海到国际化”的进程。 从利拉鲁肽放量到全球管线协同，国际化正提速 行业龙头前高管的加盟，并非翰宇药业国际化战略加速的起点，其国际化布局早已清晰铺开。从业绩层面展开，2025年前三季度，公司实现营业收入6.83亿元，同比增长82.06%；归母净利润达7135.15万元，同比大增305%。业绩爆发的核心驱动力，正是利拉鲁肽注射液在美国市场的成功放量。作为首仿药，该产品于2024年12月获FDA批准，并与美国注射剂仿制药龙头Hikma合作，自2025年初起快速填补原研药诺和诺德因产能倾斜导致的市场短缺。上半年，公司国际业务收入达4.25亿元，同比激增272.76%，占总收入比重提升至77.40%。 然而，翰宇药业的“野心”远不止于一款仿制药。公司已构建覆盖GLP-1靶点的完整多肽管线，包括司美格鲁肽注射液（减重适应症国内已完成Ⅲ期入组）、替尔泊肽、瑞他鲁肽等，并积极推进口服制剂开发。据今年6月投资者关系活动记录表，司美格鲁肽注射液（周制剂）/口服片剂在中国、巴西、埃及、墨西哥、欧亚联盟区域、海合会成员国、北非市场已经完成对外授权合作协议签署，并与超过20家国际合作方洽谈授权合作机会；替尔泊肽注射液（周制剂）接洽的国际合作方也达到5家，预计以利润分成与BD授权的模式开展，覆盖全球不同国家市场。 此背景下，沈亚平的加盟可谓恰逢其时。今年以来，翰宇药业在研发端强化布局成果斐然，与碳云智肽合作开发GLP-1R/GIPR/GCGR三重激动剂多肽创新药，并在FAP靶点肽药偶联物（iCPDC-001）与AI抗菌肽（iCAMP016）等多款临床价值突出的研发管线上达成CRDMO合作；与全球领先的数字资产平台KuCoin达成战略合作，以中国内地首个“创新药研发未来收益权”为底层资产的RWA代币化试点，实现新药研发融资的创新；联手华为云发布AI多肽大模型助手，有望实现缩短45%的药品研发周期。 新高管的加入，有望加速翰宇药业复杂研发资产转化为全球商业价值的进程，其全球化战略或将从单点突破转向系统性输出，真正迈入高质量发展的新阶段。
恒瑞医药,恒瑞医药：获得药物临床试验批准通知书,https://stcn.com/article/detail/3506287.html,2025-11-21 18:26,人民财讯,恒瑞医药 ：获得药物临床试验批准通知书 恒瑞医药 (600276)11月21日公告，近日，公司及子公司收到国家药监局核准签发关于注射用SHR-9839(sc)、注射用SHR-A2009、注射用SHR-1826、HRS-4642注射液、阿得贝利单抗注射液、注射用瑞康曲妥珠单抗、注射用SHR-A2102... 恒瑞医药 药物临床试验 SHR-9839(sc) 人民财讯 刘良文,人民财讯11月21日电，恒瑞医药(600276)11月21日公告，近日，公司及子公司收到国家药监局核准签发关于注射用SHR-9839(sc)、注射用SHR-A2009、注射用SHR-1826、HRS-4642注射液、阿得贝利单抗注射液、注射用瑞康曲妥珠单抗、注射用SHR-A2102、HRS-7058胶囊和HRS-7058片的《药物临床试验批准通知书》，将于近期开展临床试验。
恒瑞医药,恒瑞医药与香港大中华癌病基金会签署合作协议,https://stcn.com/article/detail/3507000.html,2025-11-22 12:46,人民财讯,恒瑞医药 与香港大中华癌病基金会签署合作协议 近日， 恒瑞医药 与香港大中华癌病基金会在港签署爱心企业伙伴NPP合作协议，旨在为香港亟需创新疗法的乳腺癌患者提供先进的临床选择。根据协议，双方将按照“指定患者药物使用计划”项目，为香港公立医院的乳腺癌患者... 恒瑞医药 香港大中华癌病基金会 合作协议 人民财讯 许擎天梅,人民财讯11月22日电，近日，恒瑞医药与香港大中华癌病基金会在港签署爱心企业伙伴NPP合作协议，旨在为香港亟需创新疗法的乳腺癌患者提供先进的临床选择。根据协议，双方将按照“指定患者药物使用计划”项目，为香港公立医院的乳腺癌患者提供恒瑞医药创新靶向药物—马来酸吡咯替尼片（商品名：艾瑞妮®）。
恒瑞医药,恒瑞医药：硫酸艾玛昔替尼片药品上市许可申请获国家药监局受理,https://stcn.com/article/detail/3508949.html,2025-11-24 17:04,人民财讯,恒瑞医药 ：硫酸艾玛昔替尼片药品上市许可申请获国家药监局受理 恒瑞医药 (600276)11月24日公告，近日，公司子公司成都盛迪医药有限公司收到国家药监局的通知，批准公司帕立骨化醇软胶囊上市。同时，公司公告，近日，公司收到国家药监局下发的《受理通知书》，公司提交的硫酸艾玛昔... 恒瑞医药 成都盛迪医药 帕立骨化醇软胶囊 人民财讯 朱雨蒙,人民财讯11月24日电，恒瑞医药(600276)11月24日公告，近日，公司子公司成都盛迪医药有限公司收到国家药监局的通知，批准公司帕立骨化醇软胶囊上市。 同时，公司公告，近日，公司收到国家药监局下发的《受理通知书》，公司提交的硫酸艾玛昔替尼片药品上市许可申请获国家药监局受理。
恒瑞医药,恒瑞医药：两项药品临床试验获批,https://stcn.com/article/detail/3511232.html,2025-11-25 16:49,人民财讯,恒瑞医药 ：两项药品临床试验获批 恒瑞医药 (600276)11月25日公告，近日，公司收到国家药品监督管理局核准签发关于HRS-8364片的《药物临床试验批准通知书》，将于近期开展临床试验，该药品是公司自主研发的创新型抗肿瘤药物，拟用于治疗晚期实体瘤。... 恒瑞医药 药品临床试验 HRS-8364片 人民财讯 赖小风,人民财讯11月25日电，恒瑞医药(600276)11月25日公告，近日，公司收到国家药品监督管理局核准签发关于HRS-8364片的《药物临床试验批准通知书》，将于近期开展临床试验，该药品是公司自主研发的创新型抗肿瘤药物，拟用于治疗晚期实体瘤。经查询，目前国内外尚无同类药物获批上市。公司同日公告，子公司苏州盛迪亚生物医药有限公司收到国家药品监督管理局核准签发关于注射用瑞康曲妥珠单抗的《药物临床试验批准通知书》，将于近期开展临床试验。
恒瑞医药,恒瑞医药：硫酸艾玛昔替尼片等多款药物临床试验获批,https://stcn.com/article/detail/3515267.html,2025-11-27 17:18,人民财讯,恒瑞医药 ：硫酸艾玛昔替尼片等多款药物临床试验获批 恒瑞医药 (600276)11月27日公告，近日，公司及子公司瑞石生物医药有限公司收到国家药品监督管理局核准签发关于硫酸艾玛昔替尼片、SHR0302碱凝胶的《药物临床试验批准通知书》，将于近期开展临床试验。同日公告，公司... 恒瑞医药 硫酸艾玛昔替尼片 SHR0302碱凝胶 人民财讯 赖小风,人民财讯11月27日电，恒瑞医药(600276)11月27日公告，近日，公司及子公司瑞石生物医药有限公司收到国家药品监督管理局核准签发关于硫酸艾玛昔替尼片、SHR0302碱凝胶的《药物临床试验批准通知书》，将于近期开展临床试验。同日公告，公司及子公司苏州盛迪亚生物医药有限公司、上海恒瑞医药有限公司、上海盛迪医药有限公司收到国家药品监督管理局核准签发关于注射用HRS-7058胶囊、HRS-7058片、SHR-9839(sc)、阿得贝利单抗注射液、贝伐珠单抗注射液、注射用SHR-A2102的《药物临床试验批准通知书》，将于近期开展临床试验。
恒瑞医药,恒瑞医药大宗交易成交48.00万股 成交额2980.32万元,https://stcn.com/article/detail/3515415.html,2025-11-27 22:59,数据宝,恒瑞医药 大宗交易成交48.00万股 成交额2980.32万元 恒瑞医药 11月27日大宗交易平台出现一笔成交，成交量48.00万股，成交金额2980.32万元，大宗交易成交价为62.09元。该笔交易的买方营业部为中国银河证券股份有限公司青岛海口路证券营业部，卖方营业部为中国银河证券... 恒瑞医药 数据宝,恒瑞医药11月27日大宗交易平台出现一笔成交，成交量48.00万股，成交金额2980.32万元，大宗交易成交价为62.09元。该笔交易的买方营业部为中国银河证券股份有限公司青岛海口路证券营业部，卖方营业部为中国银河证券股份有限公司青岛海口路证券营业部。 进一步统计，近3个月内该股累计发生4笔大宗交易，合计成交金额为9639.52万元。 证券时报•数据宝统计显示，恒瑞医药今日收盘价为62.09元，下跌0.43%，日换手率为0.40%，成交额为16.04亿元，全天主力资金净流出2860.22万元，近5日该股累计上涨2.41%，近5日资金合计净流入6733.77万元。 两融数据显示，该股最新融资余额为41.88亿元，近5日减少5754.69万元，降幅为1.36%。（数据宝） 11月27日恒瑞医药大宗交易一览 成交量 （万股） 成交金额 （万元） 成交价格 （元） 相对当日 收盘折溢价 （%） 买方营业部 卖方营业部 48.00 2980.32 62.09 0.00 中国银河证券股份有限公司青岛海口路证券营业部 中国银河证券股份有限公司青岛海口路证券营业部 注：本文系新闻报道，不构成投资建议，股市有风险，投资需谨慎。
恒瑞医药,恒瑞医药：注射用甲苯磺酸瑞马唑仑上市许可申请获受理,https://stcn.com/article/detail/3521650.html,2025-12-02 16:53,人民财讯,恒瑞医药 ：注射用甲苯磺酸瑞马唑仑上市许可申请获受理 恒瑞医药 (600276)12月2日公告，公司近日收到国家药监局下发的《受理通知书》，公司注射用甲苯磺酸瑞马唑仑的药品上市许可申请获国家药监局受理。该药品拟定适应症（或功能主治）为重症监护期间机械通气时的镇静。 恒瑞医药 注射用甲苯磺酸瑞马唑仑 药品上市许可申请 人民财讯 李在山,人民财讯12月2日电，恒瑞医药(600276)12月2日公告，公司近日收到国家药监局下发的《受理通知书》，公司注射用甲苯磺酸瑞马唑仑的药品上市许可申请获国家药监局受理。该药品拟定适应症（或功能主治）为重症监护期间机械通气时的镇静。
恒瑞医药,恒瑞医药：公司多款药品被纳入2025年国家医保目录,https://stcn.com/article/detail/3528451.html,2025-12-07 16:21,人民财讯,恒瑞医药 ：公司多款药品被纳入2025年国家医保目录 恒瑞医药 (600276)12月7日公告，根据国家医保局、人力资源社会保障部关于印发《国家基本医疗保险、工伤保险和生育保险药品目录（2025年）》的通知，公司部分产品纳入国家医保目录。注射用瑞康曲妥珠单抗、苹果酸法米... 恒瑞医药 国家医保目录 药品 人民财讯 许擎天梅,人民财讯12月7日电，恒瑞医药(600276)12月7日公告，根据国家医保局、人力资源社会保障部关于印发《国家基本医疗保险、工伤保险和生育保险药品目录（2025年）》的通知，公司部分产品纳入国家医保目录。注射用瑞康曲妥珠单抗、苹果酸法米替尼胶囊、夫那奇珠单抗注射液、硫酸艾玛昔替尼片、注射用磷罗拉匹坦帕洛诺司琼、注射用瑞卡西单抗、醋酸阿比特龙片（Ⅱ）、盐酸伊立替康脂质体注射液（Ⅱ）、瑞格列汀二甲双胍片（Ⅰ）/（Ⅱ）、全氟己基辛烷滴眼液首次纳入国家医保目录；注射用卡瑞利珠单抗、氟唑帕利胶囊、富马酸泰吉利定注射液新增适应症成功纳入国家医保目录；马来酸吡咯替尼片、海曲泊帕乙醇胺片、磷酸瑞格列汀片、注射用甲苯磺酸瑞马唑仑、硫培非格司亭注射液续约成功保留在国家医保目录；甲磺酸阿帕替尼片和布比卡因脂质体注射液新增适应症并调整至常规目录管理。
恒瑞医药,恒瑞医药大宗交易成交5.66万股 成交额358.16万元,https://stcn.com/article/detail/3538194.html,2025-12-12 23:21,数据宝,恒瑞医药 大宗交易成交5.66万股 成交额358.16万元 恒瑞医药 12月12日大宗交易平台出现一笔成交，成交量5.66万股，成交金额358.16万元，大宗交易成交价为63.28元。该笔交易的买方营业部为国泰海通证券股份有限公司总部，卖方营业部为机构专用。进一步统计，近3个月内该... 恒瑞医药 数据宝,恒瑞医药12月12日大宗交易平台出现一笔成交，成交量5.66万股，成交金额358.16万元，大宗交易成交价为63.28元。该笔交易的买方营业部为国泰海通证券股份有限公司总部，卖方营业部为机构专用。 进一步统计，近3个月内该股累计发生3笔大宗交易，合计成交金额为6940.28万元。 证券时报•数据宝统计显示，恒瑞医药今日收盘价为63.28元，下跌0.19%，日换手率为0.49%，成交额为19.85亿元，全天主力资金净流出1.30亿元，近5日该股累计上涨2.69%，近5日资金合计净流出1.31亿元。 两融数据显示，该股最新融资余额为40.89亿元，近5日减少4179.40万元，降幅为1.01%。（数据宝） 12月12日恒瑞医药大宗交易一览 成交量 （万股） 成交金额 （万元） 成交价格 （元） 相对当日 收盘折溢价 （%） 买方营业部 卖方营业部 5.66 358.16 63.28 0.00 国泰海通证券股份有限公司总部 机构专用 注：本文系新闻报道，不构成投资建议，股市有风险，投资需谨慎。
