企业,日期,来源,内容
恒瑞医药,2026-01-31,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-02-02,巨潮资讯,"恒瑞医药于2026年2月2日披露翌日报表，当天通过上海证券交易所购回465,000股A股，用于员工持股计划，购回价格区间为每股56.37元至57.46元，总代价约26,533,463元。购回后，公司已发行股份（不含库存）由6,374,373,624股减至6,373,908,624股，库存股份由4,628,650股增至5,093,650股，已发行股份总数保持不变。"
恒瑞医药,2026-02-02,巨潮资讯,恒瑞医药于2026年2月2日公告，其重新提交的注射用卡瑞利珠单抗生物制品许可申请已获美国FDA受理。该公告为海外监管公告，刊发于上海证券交易所网站，仅供参阅。
恒瑞医药,2026-02-02,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-02-02,巨潮资讯,恒瑞医药发布海外监管公告，提示董事会延期换届，并列出当前董事会成员名单，包括执行董事孙飘扬、戴洪斌、冯佶、张连山、江宁军、孙杰平，非执行董事郭丛照，以及独立非执行董事董家鸿、曾庆生、孙金云、周纪恩。该公告依据香港联交所上市规则第13.10B条刊发。
恒瑞医药,2026-02-03,巨潮资讯,"恒瑞医药于2026年2月2日购回465,000股A股，购回价格区间为每股56.37元至57.46元，总代价约26,533,463元。所购股份将持作库存股份，用于A股员工持股计划。购回后，公司已发行股份（不含库存）由6,374,373,624股减至6,373,908,624股，库存股份由4,628,650股增至5,093,650股。该购回已获董事会授权并符合相关规则。"
恒瑞医药,2026-02-03,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-02-03,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-02-03,巨潮资讯,2026年2月3日，恒瑞医药公告称，其重新提交的注射用卡瑞利珠单抗生物制品许可申请已获美国FDA受理。
恒瑞医药,2026-02-03,巨潮资讯,"恒瑞医药于2026年2月3日提交截至1月31日的证券变动月报表。H股法定/已发行股份均为258,197,600股，A股法定股本6,379,002,274股。本月A股回购889,700股（均价约57.38元）作为库存股份，用于员工持股计划。A股已发行股份减少至6,374,373,624股，库存股份增至4,628,650股。公众持股量符合要求。"
恒瑞医药,2026-02-04,巨潮资讯,"恒瑞医药提交的H股证券变动月报表显示，截至2026年1月31日，公司H股股本无变动，仍为258,197,600股；A股方面，已发行股份减少889,700股至6,374,373,624股，库存股份增加889,700股至4,628,650股，主要系公司于1月27日至30日以每股约56-58元回购A股作为库存股份所致。法定/注册股本总额为人民币6,637,199,874元。H股公众持股量符合上市规则要求。"
恒瑞医药,2026-02-04,巨潮资讯,"恒瑞医药于2026年2月4日披露翌日报表，当日通过上海证券交易所购回165,000股A股，购回价格区间为每股56.25元至57.09元，总代价约932万元。该批股份拟持作库存股份，用于员工持股计划。购回后，公司已发行股份（不含库存）减少至6,373,743,624股，库存股份增加至5,258,650股，总股份数维持6,379,002,274股不变。"
恒瑞医药,2026-02-05,巨潮资讯,"恒瑞医药于2026年2月4日通过上海证券交易所购回165,000股A股，用于员工持股计划，购回价格区间为每股56.25元至57.09元，总付出金额9,316,950元。购回股份被持作库存股份，购回后公司已发行股份总数不变，库存股份增加至5,258,650股。"
恒瑞医药,2026-02-05,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-02-05,巨潮资讯,恒瑞医药于2026年2月5日发布海外监管公告，披露公司获得药物临床试验批准通知书。公告由董事长孙飘扬签发，内容依据中国相关法规在上海证券交易所网站刊发。公告未涉及具体药物名称、适应症或试验细节。
恒瑞医药,2026-02-06,巨潮资讯,恒瑞医药于2026年2月6日发布公告，其药品上市许可申请已获受理。
恒瑞医药,2026-02-06,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-02-06,巨潮资讯,恒瑞医药于2026年2月6日发布海外监管公告，内容为关于药物纳入突破性治疗品种名单的公告。该公告已刊发于上海证券交易所网站，仅供参阅。
恒瑞医药,2026-02-07,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-02-10,巨潮资讯,恒瑞医药于2026年2月10日公告，其药品上市许可申请已获受理并纳入优先审评程序。该公告为香港联交所规定的海外监管公告，内容仅涉及上述事项，未披露具体药品名称及适应症。
恒瑞医药,2026-02-11,巨潮资讯,恒瑞医药于2026年2月11日公告，其药品上市许可申请已获国家药品监督管理局受理，并被纳入优先审评程序。
恒瑞医药,2026-02-11,巨潮资讯,"恒瑞医药（Jiangsu Hengrui Pharmaceuticals Co., Ltd.）于2026年2月11日发布海外监管公告，披露其药品被纳入突破性治疗品种名单。具体药品名称、适应症等详细信息在公告中未明确说明。"
恒瑞医药,2026-02-12,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-02-24,巨潮资讯,恒瑞医药于2026年2月24日发布公告，其药品上市许可申请已获受理并被纳入优先审评程序。该公告为根据香港联交所证券上市规则刊发的海外监管公告，内容源自公司在上交所网站披露的信息。
恒瑞医药,2026-02-25,巨潮资讯,
恒瑞医药,2026-02-26,巨潮资讯,"恒瑞医药于2026年2月26日购回276,000股A股，用于员工持股计划，购回价格区间为每股56.61元至56.69元，总代价约15,630,280元。购回股份被持作库存股份，导致已发行股份（不含库存）减少至6,373,467,624股，库存股份增至5,534,650股。"
恒瑞医药,2026-02-27,巨潮资讯,"恒瑞医药于2026年2月26日披露翌日披露报表，公司以每股56.63元人民币（总金额15,630,280元）购回276,000股A股，用于A股员工持股计划，该等股份将被持作库存股份。购回后，已发行股份（不含库存）从6,373,743,624股减少至6,373,467,624股，库存股份从5,258,650股增至5,534,650股。此次购回已获董事会授权并符合相关规则。"
恒瑞医药,2026-03-02,巨潮资讯,"恒瑞医药于2026年3月2日通过上海证券交易所购回623,000股A股，用于员工持股计划，购回价格区间为每股54.25元至55.63元，总金额34,156,630元。购回股份被持作库存股份，购回后公司已发行股份（不含库存）减少至6,372,844,624股，库存股份增至6,157,650股。该次购回已获董事会授权并符合相关规则。"
恒瑞医药,2026-03-02,巨潮资讯,恒瑞医药于2026年3月2日公告，因第九届董事会任期届满，拟组建第十届董事会，由11名董事组成。公司建议重选孙飘扬、戴洪斌、冯佶、张连山、江宁军为执行董事，郭丛照为非执行董事，曾庆生、孙金云、周纪恩为独立非执行董事。独立非执行董事董家鸿将退任。建议委任楼丽广为独立非执行董事。职工代表大会选举孙杰平为职工代表董事。上述事项需经股东周年大会批准。
恒瑞医药,2026-03-02,巨潮资讯,恒瑞医药（股份代号1276）于2026年3月2日发布海外监管公告，披露第九届董事会提名委员会对第十届董事会非独立董事及独立董事候选人的任职资格进行了审查，认为候选人教育背景、专业能力等符合任职要求，不存在《公司法》等规定不得担任董事的情形，并同意提交董事会审议。
恒瑞医药,2026-03-02,巨潮资讯,恒瑞医药于2026年3月2日发布海外监管公告，称已在上交所网站刊发第九届董事会第二十三次会议决议公告。公告列出了董事会成员名单，包括执行董事孙飘扬、戴洪斌、冯佶、张连山、江宁军、孙杰平，非执行董事郭丛照，独立非执行董事董家鸿、曾庆生、孙金云、周纪恩。未披露会议具体决议内容。
恒瑞医药,2026-03-02,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-02,巨潮资讯,2026年3月2日，恒瑞医药（股份代号1276）发布海外监管公告，披露董事会提名楼丽广先生和曾庆生先生为公司第十届董事会独立董事候选人。提名人恒瑞医药董事会认为两位候选人具备独立董事任职资格及独立性，符合相关法律法规要求，其中曾庆生已取得培训证明，楼丽广承诺后续参加培训。该公告仅为披露，不构成投资建议。
恒瑞医药,2026-03-02,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-02,巨潮资讯,2026年3月2日，恒瑞医药发布海外监管公告，披露公司董事会提名楼丽广、曾庆生为第十届董事会独立董事候选人。两人声明具备独立董事任职资格，不存在影响独立性的关系。楼丽广承诺将参加上海证券交易所独立董事培训，曾庆生已取得相关培训证明。声明内容包括任职资格、独立性及无不良记录等，且已通过第九届董事会提名委员会资格审查。
恒瑞医药,2026-03-03,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-03,巨潮资讯,"恒瑞医药第九届董事会提名委员会于2026年3月2日发布审查意见，认为第十届董事会非独立董事和独立董事候选人的教育背景、专业能力等符合任职要求，不存在《公司法》等规定的不得担任董事的情形，未受证监会处罚或立案调查，不属于失信被执行人。其中独立董事候选人曾庆生为会计专业人士，楼丽广持有公司A股10,180股、H股1,000股，其他独立董事未持股。提名委员会同意将议案提交董事会审议。"
恒瑞医药,2026-03-03,巨潮资讯,2026年3月2日，恒瑞医药独立董事候选人曾庆生发布声明，声明其具备独立董事任职资格，具有5年以上相关工作经验，拥有会计学博士学位及注册会计师资格，并确认不存在影响独立性的关系，无不良记录，符合相关法律法规要求。
恒瑞医药,2026-03-03,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-03,巨潮资讯,恒瑞医药董事会于2026年3月2日提名周纪恩为第十届董事会独立董事候选人，声明其具备任职资格、独立性且无不良记录，已通过公司第九届董事会提名委员会资格审查。
恒瑞医药,2026-03-03,巨潮资讯,2026年3月2日，江苏恒瑞医药股份有限公司董事会提名曾庆生为第十届董事会独立董事候选人。声明指出，曾庆生具备法律、会计、管理等5年以上工作经验，系会计学教授、博士、注册会计师，与公司不存在影响独立性的关系，无重大失信等不良记录，已通过提名委员会资格审查。
恒瑞医药,2026-03-03,巨潮资讯,恒瑞医药董事会于2026年3月2日提名楼丽广为第十届董事会独立董事候选人，声明其具备任职资格、独立性，无不良记录，并已通过第九届董事会提名委员会资格审查。
恒瑞医药,2026-03-03,巨潮资讯,2026年3月3日，恒瑞医药发布独立董事候选人声明，周纪恩被提名为公司第十届董事会独立董事候选人。声明称其具备5年以上相关工作经验，符合法律法规任职资格，与公司不存在影响独立性的关系，无不良记录，且兼任独立董事的境内上市公司数量未超过3家。
恒瑞医药,2026-03-03,巨潮资讯,"恒瑞医药于2026年3月2日通过上海证券交易所购回A股623,000股，每股购回价区间54.25元至55.63元，总付出金额34,156,630元。该次购回股份拟持作库存股份，用于A股员工持股计划。变动后，公司已发行股份（不含库存）为6,372,844,624股，库存股份为6,157,650股。"
恒瑞医药,2026-03-03,巨潮资讯,恒瑞医药董事会提名楼丽广为第十届董事会独立董事候选人。楼丽广发表声明，自称具备5年以上相关工作经验，符合《公司法》等法律法规及上海证券交易所关于独立董事任职资格和独立性的要求，且无不良记录，承诺将遵守相关规定。声明日期为2026年3月2日。
恒瑞医药,2026-03-03,巨潮资讯,恒瑞医药董事会于2026年3月2日发布声明，提名孙金云为公司第十届董事会独立董事候选人。声明称被提名人具备5年以上相关工作经验，符合法律法规任职资格，与公司无影响独立性的关系，且无不良记录。孙金云已同意出任，其兼任独立董事的境内上市公司未超3家，任职未超六年。
恒瑞医药,2026-03-03,巨潮资讯,孙金云于2026年3月2日声明，已由恒瑞医药董事会提名为公司第十届董事会独立董事候选人。其声明具备独立董事任职资格，符合相关法律法规要求，不存在影响独立性的关系，无不良记录，兼任独立董事的境内上市公司数量未超过3家，且在该公司连续任职未超过6年。
恒瑞医药,2026-03-03,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-03,巨潮资讯,"恒瑞医药于2026年3月3日提交截至2月28日的证券变动月报表。报告显示，H股与A股法定股本未变，分别为258,197,600股和6,379,002,274股。A股方面，公司本月回购906,000股并转为库存股份，导致已发行股份减少至6,373,467,624股，库存股份增至5,534,650股。H股公众持股量符合香港联交所要求。"
恒瑞医药,2026-03-03,巨潮资讯,"恒瑞医药于2026年3月3日通过上海证券交易所购回630,000股A股，每股购回价介于53.52元至54.27元，总代价约33,982,127元。购回股份拟持作库存股份，用于A股员工持股计划。购回后，公司已发行股份总数不变，库存股份增加至6,787,650股，已发行股份（不含库存）减少至6,372,214,624股。"
恒瑞医药,2026-03-04,巨潮资讯,"恒瑞医药发布2026年2月证券变动月报表。截至2026年2月28日，公司H股（01276）法定股本及已发行股份均为258,197,600股，无变动。A股（600276）法定股本保持6,379,002,274股，但已发行股份（不含库存）减少906,000股至6,373,467,624股，库存股份增加906,000股至5,534,650股，主要因公司于2月以均价约56.39元回购A股作为库存股份，用于员工持股计划。此外，公司确认H股符合公众持股量要求，公众持股比例为3.89%，市值约197"
恒瑞医药,2026-03-04,巨潮资讯,"恒瑞医药于2026年3月3日提交翌日披露报表，显示当日以每股53.52元至54.27元的价格，通过上海证券交易所购回630,000股A股，总金额33,982,127元，所购股份将持作库存股份用于员工持股计划。截至该日，公司已发行股份总数为6,379,002,274股，其中库存股份增至6,787,650股。"
恒瑞医药,2026-03-04,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-04,巨潮资讯,恒瑞医药于2026年3月4日发布海外监管公告，称公司获得药物临床试验批准通知书。该公告依据香港联交所上市规则刊发，并载列了董事会成员名单。公告未披露具体药物名称、适应症及试验细节。
恒瑞医药,2026-03-05,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-05,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-06,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-06,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-07,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-07,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-09,巨潮资讯,恒瑞医药于2026年3月9日发布海外监管公告，称公司获得药物临床试验批准通知书，但公告中未披露具体药物名称、适应症及试验方案等详细信息。
恒瑞医药,2026-03-10,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-11,巨潮资讯,恒瑞医药（股份代号：1276）董事会宣布，将于2026年3月25日举行董事会会议，议程包括审议及批准公司及其附属公司截至2025年12月31日止年度全年业绩及发布，并考虑派发末期股息（如有）。董事会成员包括执行董事孙飘扬、戴洪斌等。
恒瑞医药,2026-03-11,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-11,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-12,巨潮资讯,恒瑞医药（股份代号1276）发布H股公告，董事会会议将于2026年3月25日举行，主要议题包括考虑及批准公司及其附属公司截至2025年12月31日止年度全年业绩及发布，并考虑派发末期股息（如有）。公告同时列出了董事会成员名单。
恒瑞医药,2026-03-12,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-12,巨潮资讯,恒瑞医药于2026年3月12日公告，公司获得药物临床试验批准通知书。
恒瑞医药,2026-03-13,巨潮资讯,恒瑞医药于2026年3月13日发布海外监管公告，披露其药品上市许可申请已获受理。该公告根据香港联交所上市规则刊发，并同步在上海证券交易所网站公布。
恒瑞医药,2026-03-13,巨潮资讯,恒瑞医药于2026年3月13日发布海外监管公告，称公司已获得药物临床试验批准通知书。公告未提及具体药物名称、适应症及其他详细信息。
恒瑞医药,2026-03-13,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-14,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-14,巨潮资讯,恒瑞医药于2026年3月14日公告，其药品上市许可申请已获受理。
恒瑞医药,2026-03-14,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-16,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-16,巨潮资讯,恒瑞医药于2026年3月16日发布海外监管公告，内容涉及公司获得药物临床试验批准通知书。该公告根据香港联交所证券上市规则第13.10B条刊发，并载列此前在上海证券交易所网站发布的公告内容。公告未披露具体药物名称、适应症及试验细节。
恒瑞医药,2026-03-17,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-17,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-20,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-20,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-21,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-21,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-25,巨潮资讯,恒瑞医药于2026年3月25日发布海外监管公告，刊载其股东会议事规则。该规则依据《公司法》《证券法》及上市监管规定制定，旨在规范股东会召集、提案、召开及表决等程序，明确年度及临时股东会召开时限，并规定独立董事、审计委员会及持股10%以上股东可提议召开临时股东会。
恒瑞医药,2026-03-25,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-25,巨潮资讯,恒瑞医药（股份代号1276）于2026年3月25日根据香港上市规则第13.10B条刊发海外监管公告，载列其当日在上海证券交易所网站发布的《董事会议事规则》。该规则依据《公司法》《证券法》及两地上市规则等制定，明确了董事任职资格、权利义务、选举程序及工作纪律等内容。公告未涉及具体业务、财务数据或外部影响。
恒瑞医药,2026-03-25,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-25,巨潮资讯,恒瑞医药于2026年3月25日发布海外监管公告，内容为2026年度提质增效重回报行动方案。公告同时列示了董事会成员名单，包括执行董事孙飘扬、戴洪斌、冯佶、张连山、江宁军、孙杰平，非执行董事郭丛照，以及独立非执行董事董家鸿、曾庆生、孙金云、周纪恩。公告未披露行动方案具体内容。
恒瑞医药,2026-03-25,巨潮资讯,恒瑞医药于2026年3月25日发布海外监管公告，内容涉及续聘会计师事务所。公告称根据相关法规，公司在上海证券交易所网站刊发了相关文件，并列出董事会成员信息。原文未披露续聘的具体会计师事务所、费用及期限等细节。
恒瑞医药,2026-03-25,巨潮资讯,恒瑞医药于2026年3月25日发布《董事、高级管理人员薪酬管理制度》。该制度旨在完善薪酬管理，遵循按岗位、绩效及与长远利益结合等原则。薪酬由基本薪酬、绩效薪酬和中长期激励收入组成，绩效薪酬占比原则上不低于总额的50%。对因财务造假等错报导致超额发放的薪酬进行追回。不在公司任职的董事不领薪酬，独立董事领取津贴。制度经董事会同意、股东会批准后生效，追溯至2026年1月1日起实施。
恒瑞医药,2026-03-25,巨潮资讯,恒瑞医药于2026年3月25日发布2025年度审计报告，由安永华明会计师事务所审计，出具无保留意见。报告显示，公司2025年度合并营业收入为316.29亿元，研发支出87.24亿元，其中17.63亿元予以资本化。审计报告关键审计事项涉及收入确认和开发支出资本化。该公告为海外监管公告，同时刊发于上海证券交易所网站。
恒瑞医药,2026-03-25,巨潮资讯,恒瑞医药发布2025年年度报告摘要，公司董事会决议通过利润分配预案，拟每10股派发现金股利2.00元（含税），该预案需提交股东会审议。报告期内，公司共20款产品/适应症通过新版国家医保目录调整，其中10款首次进入医保。安永华明会计师事务所出具标准无保留意见审计报告。公司主营业务为药品研发、生产和销售，重点布局肿瘤、代谢、心血管等治疗领域。
恒瑞医药,2026-03-25,巨潮资讯,恒瑞医药于2026年3月25日发布2025年年度报告。安永华明会计师事务所出具标准无保留意见审计报告。利润分配预案为每10股派发现金股利2.00元（含税），需提交股东会审议。报告提示了研发创新、行业政策等风险。公司不存在控股股东及其他关联方非经营性资金占用、违规担保等情况。
恒瑞医药,2026-03-25,巨潮资讯,恒瑞医药于2026年3月25日发布海外监管公告，内容为关于购买董事和高级管理人员责任险的公告。公告同时列出了董事会成员名单。具体保险条款、金额等未披露。
恒瑞医药,2026-03-25,巨潮资讯,"恒瑞医药于2026年3月25日披露其2025年度非经营性资金占用及其他关联资金往来情况的专项审计报告。报告显示，公司在2025年度与子公司及附属企业（如上海盛迪医药、山东盛迪医药等）存在非经营性资金往来，期初占用余额合计446,777.48万元，年度累计发生688,337.32万元，偿还545,695.06万元，期末占用余额为589,419.74万元，均属于临时往来性质。该报告已获安永华明会计师事务所审计。"
恒瑞医药,2026-03-25,巨潮资讯,恒瑞医药于2026年3月25日发布海外监管公告，披露对2025年度境内外审计机构安永华明及安永香港的履职评估。公司认为，两家会计师事务所在审计过程中保持了独立性，勤勉尽责完成财务报告及内部控制审计等工作，专业能力和投资者保护能力足以胜任，不存在损害公司整体利益及中小股东权益的行为。
恒瑞医药,2026-03-25,巨潮资讯,恒瑞医药于2026年3月25日发布2025年度审计委员会履职情况汇总报告。报告显示，审计委员会由三名独立董事组成，主任委员为会计专业人士曾庆生。2025年度共召开七次会议，审阅了财务报告、内控评价报告、续聘审计机构等事项。审计委员会监督了外部审计机构安永华明及安永会计师事务所的工作，指导内部审计，评估内部控制有效性，认为
恒瑞医药,2026-03-25,巨潮资讯,恒瑞医药于2026年3月25日发布海外监管公告，披露其2025年度内部控制审计报告。安永华明会计师事务所审计后认为，公司按照《企业内部控制基本规范》及相关规定，在所有重大方面保持了有效的财务报告内部控制。
恒瑞医药,2026-03-25,巨潮资讯,恒瑞医药于2026年3月25日发布2025年度内部控制评价报告。报告显示，截至2025年12月31日，公司未发现财务报告内部控制重大缺陷，财务报告内部控制评价结论为有效；未发现非财务报告内部控制重大缺陷。纳入评价范围的单位资产总额和营业收入均占合并报表的100%。董事会认为公司已按相关规定在所有重大方面保持了有效的财务报告内部控制。
恒瑞医药,2026-03-25,巨潮资讯,恒瑞医药发布2025年度独立董事述职报告。独立董事周纪恩于2025年5月任职，全年出席全部6次董事会和2次股东会，无反对或弃权。公司2025年度无对外担保，无控股股东非经营性资金占用；聘任安永为境外审计机构；提名朱国新为高级副总裁；未发布业绩预告。独立董事认为关联交易符合规定，未损害股东利益。
恒瑞医药,2026-03-25,巨潮资讯,恒瑞医药（股份代号：1276）于2026年3月25日发布海外监管公告，披露独立董事曾庆生2025年度述职报告。报告显示，2025年公司召开董事会10次、股东会3次，曾庆生全部出席。公司无对外担保及控股股东非经营性资金占用，募集资金使用规范。续聘安永华明为境内审计机构，聘任安永会计师事务所为境外审计机构。提名冯佶为董事及总经理（总裁）。
恒瑞医药,2026-03-25,巨潮资讯,恒瑞医药董事会审计委员会发布2025年度会计师事务所履行监督职责情况报告。公司续聘安永华明为2025年度A股审计及内部控制审计机构，并聘任安永香港为境外审计机构。安永华明及安永香港对公司2025年度财务报告及内控有效性进行审计，出具标准无保留意见。审计委员会对会计师事务所资质、独立性等进行了核查，并在审计过程中与事务所保持沟通。
恒瑞医药,2026-03-25,巨潮资讯,恒瑞医药于2026年3月25日发布海外监管公告，披露独立董事董家鸿的2025年度述职报告。报告显示，董家鸿2025年亲自出席全部10次董事会和3次股东会，对各项议案均投赞成票；公司无对外担保及控股股东资金占用，募集资金使用合规；续聘安永华明为2025年度审计机构；提名冯佶为董事及总裁、朱国新为高级副总裁，程序合规。
恒瑞医药,2026-03-25,巨潮资讯,恒瑞医药于2026年3月25日发布独立董事孙金云2025年度述职报告。报告显示，孙金云2025年度出席董事会10次、股东会3次，均亲自出席并投赞成票；作为审计、提名、薪酬与考核委员会委员，出席相关会议7次、2次、2次；出席独立董事专门会议3次。报告期内，公司无对外担保及控股股东非经营性资金占用，续聘安永华明为审计机构，未发布业绩预告。
恒瑞医药,2026-03-25,巨潮资讯,恒瑞医药董事会于2026年3月25日发布专项报告，经核查，在任独立董事董家鸿、曾庆生、孙金云、周纪恩未在公司或主要股东处担任除独立董事外的任何职务，与公司及主要股东不存在利害关系或其他影响独立客观判断的关系，符合独立董事独立性相关法规要求。
恒瑞医药,2026-03-25,巨潮资讯,2026年3月25日，恒瑞医药与恒瑞集团、盛迪生物医药基金、深圳迎泰及上海瑞宏迪订立增资协议，将上海瑞宏迪注册资本由约1.316亿元增至约2.303亿元，各方按比例现金出资合计7.5亿元。增资后各股东持股比例不变，分别为38%、28%、19%、15%。该交易构成关连交易，须遵守申报及公告规定，但豁免通函及独立股东
恒瑞医药,2026-03-25,巨潮资讯,恒瑞医药发布2025年股东周年大会适用代表委任表格，会议将于2026年4月16日下午在上海举行。大会将审议批准2025年董事会工作报告、年度报告、利润分配方案、续聘核数师、董事及高管薪酬、购买责任险等普通决议案，以及发行股份一般授权等特别决议案，并选举第十届董事会非独立董事与独立董事。代表委任表格需于会议前24小时送达H股过户登记处。
恒瑞医药,2026-03-25,巨潮资讯,恒瑞医药于2026年3月25日发布通告，宣布将于2026年4月16日下午2时30分在上海浦东新区召开2025年股东周年大会。会议将审议批准2025年董事会工作报告、年度报告、利润分配方案及授权制定2026年中期分红方案、续聘核数师、董事及高管薪酬等普通决议案；特别决议案包括授予董事会发行不超过已发行股份总数20%的一般授权（含H股、可转债等）；并选举第十届董事会非独立董事及独立董事。
恒瑞医药,2026-03-25,巨潮资讯,恒瑞医药（股份代号：1276）于2026年3月25日发布2025年股东周年大会通函。会议将于2026年4月16日举行，主要审议事项包括：2025年董事会工作报告及年度报告、建议2025年利润分配方案（经审计母公司净利润约77.11亿元）及授权董事会制定2026年中期分红方案、续聘安永华明为核数师、2025年董事及高管薪酬、购买责任险、发行股份的一般授权、采纳修订企业管治政策及董事会换届选举。
恒瑞医药,2026-03-26,巨潮资讯,恒瑞医药发布2025年度会计师事务所履职情况评估报告，对境内审计机构安永华明及境外审计机构安永香港的履职情况进行评估。报告显示，安永华明成立于1992年，2025年末拥有合伙人249人，2024年审计业务收入54.57亿元。公司于2025年续聘并聘任上述机构，其在审计过程中保持独立性，勤勉尽责完成财务报告及内控审计等工作。董事会认可其专业能力与履职表现。
恒瑞医药,2026-03-26,巨潮资讯,恒瑞医药（600276）发布2025年度内部控制评价报告，评价基准日为2025年12月31日。报告显示，公司未发现财务报告内部控制重大缺陷，财务报告内部控制有效；未发现非财务报告内部控制重大缺陷。内部控制审计意见与公司评价结论一致。纳入评价范围的单位资产总额和营业收入均占合并报表的100%。报告期内不存在财务报告或非财务报告内部控制重大缺陷及重要缺陷。
恒瑞医药,2026-03-26,巨潮资讯,原文信息不足，无法形成完整摘要。
恒瑞医药,2026-03-26,巨潮资讯,"恒瑞医药发布2025年度非经营性资金占用及其他关联资金往来情况的专项审计报告。报告由安永华明会计师事务所审计，截至2025年末，公司与子公司及其他关联方非经营性往来资金余额为589,419.74万元，期间累计发生额688,337.32万元，累计偿还545,695.06万元。所有往来均为临时性非经营性往来，未发现资金占用问题。"
恒瑞医药,2026-03-26,巨潮资讯,恒瑞医药发布2025年年度报告摘要。公司主要从事药品研发、生产和销售，在肿瘤、代谢及心血管等领域布局广泛。安永华明会计师事务所出具标准无保留意见审计报告。利润分配预案为以分红派息登记日股本（扣除回购专户股份）为基数，每10股派发现金股利2.00元（含税），需提交2025年度股东会审议。
恒瑞医药,2026-03-26,巨潮资讯,恒瑞医药独立董事周纪恩于2025年度履职期间，出席董事会6次、股东会2次，对关联交易、对外担保、募集资金使用、董事高管提名及薪酬、聘任安永会计师事务所为境外审计机构等事项进行审议。公司未发布业绩预告及业绩快报，无对外担保及非经营性资金占用，内部控制无重大缺陷，信息披露及时准确。
恒瑞医药,2026-03-26,巨潮资讯,恒瑞医药发布2025年ESG报告，披露公司当年在香港联交所上市实现A+H双平台。创新方面，7款1类创新药获批上市，累计已上市1类创新药达24款，累计研发投入超530亿元。国际化方面，产品在50多个国家商业化，自2023年以来完成12笔海外交易，潜在总交易价值超270亿美元。ESG方面，7家核心制造单位通过ISO 14001认证，20款产品/适应症纳入国家新版医保目录。
恒瑞医药,2026-03-26,巨潮资讯,恒瑞医药董事会审计委员会于2026年3月25日发布报告，总结对安永华明及安永香港2025年度审计工作的监督情况。公司续聘安永华明为A股及内控审计机构，聘任安永香港为境外审计机构。审计委员会审核了其资质与独立性，认为其对财务报表及内控出具了标准无保留意见审计报告，审计行为规范有序。
恒瑞医药,2026-03-26,巨潮资讯,恒瑞医药于2026年3月26日发布《股东会议事规则》，该规则依据《公司法》《证券法》等法律法规制定，旨在规范股东会召集、提案、通知、召开等程序，确保股东依法行使权利。规则明确了年度股东会及临时股东会的召开时间、召集人资格、提案要求及通知内容等具体规定，适用于公司A股及H股股东会。
